SKU,Item Name,Store,Total Units Sold (full window),"Units Sold (last 90 days, this store)",Avg Daily Units (this store),Gappy Sales Pattern,Spiky Sales Pattern,Suggested Par Level
491320,Sprite 12oz Single Can,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,0,0.0,,,0
491320,Sprite 12oz Single Can,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,0,0.0,,,0
491320,Sprite 12oz Single Can,(Las Olas) Ocean Wine & Spirits ,17.0,7.0,0.078,,,1
491320,Sprite 12oz Single Can,Beach Liquors & Cigars ,17.0,10.0,0.111,,,2
491320,Sprite 12oz Single Can,Warehouse,17.0,0,0.0,,,0
632565000654,FIJI 700 ML SPORT CAP,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,0,0.0,,,0
632565000654,FIJI 700 ML SPORT CAP,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,0,0.0,,,0
632565000654,FIJI 700 ML SPORT CAP,(Las Olas) Ocean Wine & Spirits ,17.0,6.0,0.067,,,1
632565000654,FIJI 700 ML SPORT CAP,Beach Liquors & Cigars ,17.0,11.0,0.122,,,2
632565000654,FIJI 700 ML SPORT CAP,Warehouse,17.0,0,0.0,,,0
083089660105,JAGERMEISTER 50ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,17.0,0,0.0,,,0
083089660105,JAGERMEISTER 50ML,(FTL Beach/A1A) Ocean Wine & Spirits ,17.0,0,0.0,,,0
083089660105,JAGERMEISTER 50ML,(Las Olas) Ocean Wine & Spirits ,17.0,5.0,0.056,,,1
083089660105,JAGERMEISTER 50ML,Beach Liquors & Cigars ,17.0,12.0,0.133,,,2
083089660105,JAGERMEISTER 50ML,Warehouse,17.0,0,0.0,,,0
041508800082,San Pellegrino 500ML,(Bayview/Coral Ridge) Ocean Wine & Spirits ,16.0,0,0.0,,,0
041508800082,San Pellegrino 500ML,(FTL Beach/A1A) Ocean Wine & Spirits ,16.0,4.0,0.044,,,1
041508800082,San Pellegrino 500ML,(Las Olas) Ocean Wine & Spirits ,16.0,6.0,0.067,,,1
041508800082,San Pellegrino 500ML,Beach Liquors & Cigars ,16.0,6.0,0.067,,,1
041508800082,San Pellegrino 500ML,Warehouse,16.0,0,0.0,,,0
85000029862,HIGH NOON  VARIETY 12PK VARIETY 12oz,(Bayview/Coral Ridge) Ocean Wine & Spirits ,16.0,3.0,0.033,,,1
85000029862,HIGH NOON  VARIETY 12PK VARIETY 12oz,(FTL Beach/A1A) Ocean Wine & Spirits ,16.0,3.0,0.033,,,1
85000029862,HIGH NOON  VARIETY 12PK VARIETY 12oz,(Las Olas) Ocean Wine & Spirits ,16.0,7.0,0.078,,,1
85000029862,HIGH NOON  VARIETY 12PK VARIETY 12oz,Beach Liquors & Cigars ,16.0,3.0,0.033,,,1
85000029862,HIGH NOON  VARIETY 12PK VARIETY 12oz,Warehouse,16.0,0,0.0,,,0
